ref_hash,preds
1042892797361129895_sc,1699139.1
645087185233414630_sc,107500.43
230300798911039813_sc,129625.59
9006786035510904205_sc,-4674.5356
2898993267058384345_sc,78903.875
4118221069110523500_sc,161911.12
2278269148578990782_sc,65347.875
3401529290078948589_sc,1717334.0
4006010296382408470_sc,108097.01
8513240811304009231_sc,5718.069
5286539898712411004_sc,104459.53
7128933330680485579_sc,76293.24
3583408541278035802_sc,1729833.4
5901209742340500471_sc,157885.81
7881026357054398348_sc,1721681.6
8845804527253271706_sc,935548.5
6542876355644093954_sc,1723998.4
609249540212681077_sc,899538.75
4477464553852726074_sc,146957.55
9052219306304849814_sc,1710447.0
1585712199008134110_sc,112167.66
8581572419063281858_sc,66043.055
6305910010377060124_sc,28259.703
6850662106078550207_sc,16994.924
7179914468395654749_sc,13896.837
6265964775309107916_sc,65208.99
1083434388836319492_sc,155114.11
4014006621443097658_sc,1689754.6
3101842186505259746_sc,161783.52
8849335924377738993_sc,1728095.0
2065673808329833383_sc,164626.64
4642914501033004238_sc,115039.94
7855936564193930228_sc,906256.8
8700995990333728667_sc,1724478.4
1649360740367369444_sc,1718430.6
8444624539115601380_sc,918332.7
7415356473186611175_sc,871134.2
5277520738990703018_sc,78249.305
6176102942630492538_sc,908836.8
2864231842356336189_sc,44985.797
6494976663577574580_sc,110231.35
4174417036706271118_sc,92458.59
3851743958625890291_sc,1717377.0
3298646882775691675_sc,150328.08
6477334647486911578_sc,934322.25
2752552053379855004_sc,14166.464
7751207376672083603_sc,1730017.4
8499164595231898761_sc,1720236.9
2009367780533448874_sc,1724415.0
6264603496850174261_sc,911363.2
323975011375593500_sc,1711159.4
8054732158929826954_sc,1710503.4
670360770367312842_sc,66759.57
1795210479638647583_sc,883238.2
7853673467045660335_sc,100002.52
6112715142707963608_sc,1734396.5
5008186044325087789_sc,1710931.9
5451656723346818100_sc,67035.75
660882190850740871_sc,1728503.0
5535190020364852882_sc,151730.98
9196122054967820993_sc,1718084.6
6133452033087192297_sc,98140.71
1348947828491404231_sc,1736330.9
2583865799737281930_sc,143640.98
2217742305843949350_sc,95395.5
2229081332102800615_sc,1726828.0
6546654169250669064_sc,48947.582
9171707588645775647_sc,1725458.0
3032011283598646873_sc,13392.269
4054378796412061551_sc,91377.77
1389699381144519089_sc,1701168.1
5663269956450396543_sc,10961.684
1563911393483790093_sc,1389820.1
8951323673557886217_sc,149932.44
5798060910987929831_sc,115821.62
6166336269632585877_sc,1731234.5
1065169845259417742_sc,1724006.4
3921635551202333311_sc,96793.43
2566019711242066299_sc,119866.336
4285620479077647072_sc,89120.23
4419396820336701798_sc,1722174.9
1741151438106367900_sc,170796.17
1161281677118273858_sc,156643.62
1216196568409038974_sc,72320.055
5484232012115402871_sc,60540.355
8549915062979091438_sc,1716038.1
6385888799262594854_sc,1708234.4
2342932735774728069_sc,94484.88
4169613925789917024_sc,135519.77
7295198987458818879_sc,133255.14
4277565486514937171_sc,170401.8
2763555047701895222_sc,1728838.9
2896198940627532044_sc,1724580.6
445095449210415943_sc,934206.2
5516345036213408287_sc,149658.55
2272156734058799594_sc,159747.86
4611920849093171434_sc,69487.305
426620984717458798_sc,54007.703
4397356580761818721_sc,21779.18
5430414889658103909_sc,902562.5
3538883684033205078_sc,163872.2
6049269764720222333_sc,125404.695
4125317850515542780_sc,1699141.6
108239616155715617_sc,164776.64
315053474721252522_sc,1721171.6
8215821707859605985_sc,1716746.9
3084873700993015364_sc,1690348.4
1609035328469391819_sc,53393.81
1075810663924447629_sc,147978.94
369096548950302845_sc,80246.55
414080730588209232_sc,73626.09
7234581099226163721_sc,1722238.0
1679638625056272006_sc,52491.27
1940344897961504885_sc,11054.78
6897736276505241389_sc,157826.39
3311877240802212564_sc,1720647.0
6314906747068458961_sc,104281.41
5639723866677233990_sc,1713179.4
2249209607143505499_sc,1727050.9
7430970014199249298_sc,1719071.0
3480066689433692217_sc,46955.934
3866806844681601299_sc,72690.914
4872367503335098621_sc,60601.45
3332176221162984078_sc,98766.0
4586804971418150027_sc,1701213.5
513121632214045016_sc,112939.6
7029070258996024974_sc,83568.37
5500020104962279942_sc,70505.96
3765113362261676131_sc,149546.44
8581613498482202190_sc,146138.2
5404169562027162985_sc,159429.58
7143194060370743874_sc,844507.56
5164993411371175269_sc,1686654.5
271972165817060525_sc,1715091.6
874645582796102749_sc,1722155.6
410813912333401415_sc,1720936.1
5299402474802653875_sc,925101.75
1176029538371141749_sc,913454.3
6179260134593670440_sc,1724137.5
7234533105902414636_sc,867745.44
3972086621654525079_sc,62144.043
4050375668443596595_sc,37986.594
3142443584944788641_sc,26946.26
2505620214864111552_sc,80936.18
8303496232178000618_sc,1705924.5
7847888999837360564_sc,7767.492
7444093217935930132_sc,84998.9
2651172858891865631_sc,61432.81
3401327672287692855_sc,70194.22
4094995682287801613_sc,36730.16
8715963901432319232_sc,1702024.0
5611496986060688818_sc,81865.625
275946364491293759_sc,161078.08
5785239639565175594_sc,64663.48
3634508519350128575_sc,167090.06
1184543608462124266_sc,1727943.4
8371603116486556411_sc,82245.695
3493457019977744199_sc,1726010.5
5162640601807353325_sc,91099.91
7532635147065660496_sc,1721840.0
3539969313872556653_sc,107345.13
743107209668854272_sc,166916.17
5848967133255111933_sc,936797.2
7849056030569459461_sc,1706669.4
7557680940016777871_sc,1724393.1
1940201165771626797_sc,1730838.5
5675160901938815746_sc,875908.2
8012789798501874187_sc,45018.332
4311913050114735812_sc,1724623.4
2556505851411137473_sc,1703380.5
8724590241181248749_sc,916021.75
1603902478478896619_sc,90750.06
6908359016633880729_sc,935427.7
2403736842470335731_sc,15233.055
1974105278510425459_sc,70990.32
4141188511627438737_sc,1721060.0
2416505980820566859_sc,170770.42
7258054011609491971_sc,142684.61
4164561390145243469_sc,1728531.6
3222898033757525391_sc,1732276.4
8349977573870275581_sc,144549.55
6049560747129669777_sc,1729969.6
4801229930286642824_sc,80055.27
3236393502655657856_sc,90814.35
6553793443100661076_sc,1725211.4
8387742799984380298_sc,148039.88
8524439278670834589_sc,55676.465
2977966214464097066_sc,59811.37
2902726269476965116_sc,143060.39
2360626443850410935_sc,1728266.4
6063847341830655784_sc,7151.5454
1531440658200202513_sc,158069.88
3506359125387424958_sc,9898.981
1449636804278390420_sc,76914.88
7134432670548758816_sc,91269.71
3200524853348120344_sc,7025.936
1659104022693479837_sc,17436.71
4121791965961602190_sc,92491.586
8763449862822511183_sc,72317.31
847131490319016064_sc,90814.35
8654623357806327699_sc,871933.3
5271015937066960406_sc,9376.214
4950752834256732537_sc,1718165.1
9062454774433381555_sc,82747.75
5139586364196378601_sc,1726778.4
6087547736118684739_sc,1726978.4
8133646139826216684_sc,1699899.4
2604270321727916882_sc,1726128.4
7595729734333531175_sc,167167.64
1274170866898155475_sc,147730.05
8027091934646514188_sc,868064.8
2087955304812522030_sc,1710229.5
5823426786527816954_sc,1730395.1
3224589838169408845_sc,5296.532
3362555093616147756_sc,887011.75
7787427927307351790_sc,1697851.1
9154989566344792040_sc,153410.67
3428322764887999077_sc,1712883.1
8671407691966984352_sc,100397.46
3587595032623831193_sc,1705426.4
4070519612558892803_sc,1728603.4
7183644630729186546_sc,135188.95
8964051233818176680_sc,1720824.6
5879801591676413346_sc,1721391.0
8087547045789031661_sc,18865.393
8885050214231365257_sc,19993.803
8772422189987124025_sc,21526.992
1819288876411751851_sc,164278.7
4443922207442551825_sc,75506.79
9153606894816809300_sc,65534.91
6617329709302627174_sc,77303.26
7139234092993627748_sc,168700.48
4016977044120863402_sc,1715988.6
439802069941478246_sc,93270.12
3843863404497032193_sc,1732669.4
5969733774554717016_sc,92535.06
7386562098497949625_sc,134017.56
4530167945536929395_sc,1722988.9
1491227621553212868_sc,1728045.0
238665018297454132_sc,77067.88
5242823528008865166_sc,1725568.5
6892861618322019381_sc,1727414.0
5034524971491170994_sc,893163.5
7670863001607631173_sc,1720367.0
716964512840020250_sc,1718701.1
7024345509070402004_sc,158693.77
7382964793239006561_sc,110823.78
939882037119882687_sc,51726.926
2163233375845338696_sc,165845.95
5066853536202751753_sc,135345.73
8867192849093770128_sc,1719328.6
8619681969622748080_sc,39355.58
3908483025558495610_sc,147921.72
200405918580383985_sc,1727325.9
2810262899118145890_sc,99883.31
7965000632199984164_sc,153929.72
4365294039557500692_sc,167640.89
8962411608805934148_sc,1729400.5
8712707405696506866_sc,73535.68
3334758196847682199_sc,52775.12
2734657374070612838_sc,1732553.0
7285837490247583075_sc,935470.3
5321750618706051489_sc,1712349.1
8443842263851471693_sc,1712723.1
5178400415435519412_sc,1720085.0
3926502602983321511_sc,100787.086
76770098392119868_sc,1720002.6
5766792263545747807_sc,931425.56
4067218715949694145_sc,65611.945
5577795602785691804_sc,1715004.6
6599953569260117121_sc,75255.664
7446650650907908191_sc,1721777.6
627235847695887474_sc,940613.2
1858539975143122163_sc,1720192.9
8595026286498290500_sc,870246.5
5468738264414649342_sc,1731108.0
1099510024651440293_sc,1705215.9
2644036293536182565_sc,91013.44
5815862374686247035_sc,150399.98
4059213023839028467_sc,1728257.0
268471539624336814_sc,62813.266
2866794194428088123_sc,28654.936
1899571632263979303_sc,78327.695
2257681914743822564_sc,59624.703
2920896840299091524_sc,1711554.9
4133756601170563253_sc,45222.332
4406729044196471797_sc,1716975.0
490933012681094335_sc,1701401.0
8957724819497805764_sc,77732.78
7122148317010059176_sc,88285.43
2849686659993186856_sc,942428.5
4753561845604978109_sc,2864.361
2952987125436125554_sc,860632.75
8414185493694063409_sc,861472.75
68514886407312438_sc,56062.22
7599747034758623297_sc,130493.04
5580363800654542006_sc,902080.44
5347177344887091026_sc,151666.31
1599972102733949632_sc,1722142.9
5462990360187407957_sc,880059.44
5839790278985796739_sc,865945.2
583960425578010464_sc,863102.7
5710686971352583275_sc,943171.5
9206357489256318788_sc,1721781.4
316039297595114026_sc,93270.12
3176424791538461052_sc,1704246.0
5035092597622349831_sc,4924.1655
2359235751335204089_sc,93942.77
3604986757447204229_sc,85944.23
8508943171822204554_sc,106361.52
4016484134780467651_sc,98140.71
8057225922100810204_sc,108568.28
4266098889984231769_sc,168382.62
1315725723933776931_sc,1698158.9
3565884865502894722_sc,1716463.9
3627946367583374406_sc,26058.342
9204954142975608396_sc,1713780.1
5777591469245385325_sc,1703667.6
3894899718248369409_sc,12366.211
4540497315270494945_sc,92620.0
6499644811058453384_sc,168195.23
749826381769355829_sc,1731188.0
645390854846811275_sc,1502737.4
8612172687787518285_sc,1710903.6
2259734447376577367_sc,79128.21
2577534284832150603_sc,62921.72
3123149996427805553_sc,171108.2
9165131306592904008_sc,895311.5
2991452329807936367_sc,1708109.6
5207627722807302674_sc,1717192.0
5778829475572582321_sc,151666.31
2417824507938937964_sc,166800.62
6608771902467626859_sc,1717450.0
4505871084224028322_sc,1722186.4
5171100741456217370_sc,164137.14
2950818381794259094_sc,1726156.6
8047398079300602165_sc,1726682.6
1438587741540255058_sc,1723900.9
3729351340904474202_sc,1721273.6
426829168461218794_sc,1725385.1
5040947508644954335_sc,1717054.6
2635946682190830249_sc,898425.7
7239940063927092021_sc,149113.56
7793121060811961276_sc,1738702.9
5688528968019711929_sc,1726192.1
4003025505569453791_sc,28015.248
9135919072346190703_sc,143673.31
6410994553573754479_sc,506.7267
2560687172617596630_sc,62259.5
1848490458294238878_sc,1732559.1
3998277804271574417_sc,1725605.0
5397391098505590021_sc,16383.003
6114015140490238883_sc,942548.75
5854657534773906670_sc,1706778.6
3177312682847346039_sc,106052.29
969690031310465887_sc,142197.86
8683205761179531081_sc,72705.01
5601682500049522480_sc,1734121.6
3544068625381171369_sc,865855.2
723100116311549878_sc,1706003.1
5230866085022329655_sc,45764.215
3789438211688919538_sc,90814.35
4360063054956953127_sc,73540.336
4651117418999793007_sc,56193.45
6893079887114987071_sc,1725378.0
4720515607869759360_sc,1721560.5
3774929805474610658_sc,10650.577
2517271058009881710_sc,99769.88
7977686982531497945_sc,159773.83
8704684957991451498_sc,-2039.3878
5746442284850135718_sc,55567.906
8582751079055321741_sc,32642.084
8173433407060417135_sc,1707430.4
8879266862462322914_sc,22288.053
3764995846982030555_sc,81395.1
5581050786122150841_sc,896441.06
8452092589478886461_sc,143261.55
3417462739929807498_sc,164347.3
4820055285195220550_sc,143349.84
8719359001407274715_sc,1726069.0
7633198539037142559_sc,1709050.5
1892161057081065397_sc,50001.918
2908837832625581704_sc,68679.85
7126140395805370333_sc,1702642.6
3022831108320052187_sc,1727021.4
5810392024259220476_sc,1728213.0
9050429660369954100_sc,160541.89
2821330890317058981_sc,1728194.6
1287473395550060296_sc,104119.336
966266292951344190_sc,1716509.4
8674267936043317907_sc,141649.64
8158871730511574281_sc,81475.76
3601197007642941273_sc,152750.73
5158527335433116461_sc,1726688.4
3252124493958074389_sc,78166.805
2988302674934459729_sc,126962.85
7144032850180010135_sc,106529.68
5581837546333026651_sc,1719760.4
1659927621615329874_sc,928658.2
4536079139091796827_sc,75056.53
5253641727446560887_sc,1727957.6
1645623534985328744_sc,913112.0
6060046094333225354_sc,1727596.1
3073505860491958737_sc,871644.3
5331401338496138857_sc,75941.23
3505792117616760084_sc,87053.07
6389583018164091836_sc,19706.053
7623937052069621226_sc,141046.97
1563940356016061543_sc,1727425.5
3385494824632531725_sc,1715717.0
3296833499210060513_sc,1724196.5
3984179175170479417_sc,157301.27
3619638442073993055_sc,135950.16
6832495462140544534_sc,11291.922
3347648479137952569_sc,47620.605
7056621358624185956_sc,96522.19
7119533868781845478_sc,107830.5
8705311636983384986_sc,1721245.1
8276222632320053490_sc,906100.2
6978750852232748020_sc,92277.81
6473329363849252095_sc,90853.46
1144429348090332755_sc,106979.26
6992960989117035514_sc,1725939.6
5755435288549744700_sc,153410.67
5500199641453982832_sc,139563.05
3171692500564012450_sc,775029.5
6908202001797050039_sc,86132.13
3258017890017328201_sc,884359.7
7522459530804250673_sc,1718412.6
1122484681736148911_sc,28015.248
4492231383895953141_sc,13841.09
8563017634757748747_sc,1731319.5
550465887601169472_sc,1722515.0
3247697923928626143_sc,1711739.6
3699485910581537322_sc,15016.058
7499894798971764865_sc,81944.79
8819789180357969214_sc,159262.38
2812532024385807999_sc,57679.574
1412649388886004172_sc,1697165.6
2847287236366810196_sc,94479.04
1817386391922241766_sc,1711256.6
3271294544403001407_sc,57161.47
4001274532290689653_sc,3162.4514
2221855348641121293_sc,1717318.6
1660256175652856608_sc,114953.21
3294240872782977990_sc,878916.7
4100854988538576634_sc,1704710.5
1797303707378263091_sc,68853.03
8861601397418078793_sc,1731795.4
6208406470023483103_sc,1711255.4
6026333126765096826_sc,134019.98
455115483190089329_sc,61502.145
6121507297344665060_sc,21998.814
6212764086256996988_sc,130354.195
8530517325221288810_sc,118018.34
254401620534089446_sc,38501.38
3182574423783579396_sc,84363.22
1514116645973794957_sc,1720595.1
1828444621912935228_sc,1298.6473
555425662071851784_sc,90814.35
1169331378809713723_sc,169212.88
5121923906120809554_sc,902978.75
6815697571644186281_sc,145261.19
2604443641629682431_sc,1731723.6
1768622559179280433_sc,1726886.5
2262042385717844961_sc,5132.3926
4358986106042470722_sc,64279.01
1588735230097561259_sc,1705317.1
2104269930122883358_sc,864329.0
5712963891738208469_sc,854959.0
1815156816998697672_sc,63778.75
7175645952338366518_sc,70990.32
3650805189000951714_sc,158814.08
5013593294254268187_sc,1724494.1
4029815211757525224_sc,25209.244
3381137283043593271_sc,892289.06
3800920283678970176_sc,1735365.4
833415476808478179_sc,1741466.0
2220646426624428321_sc,1722106.0
3405255147883924680_sc,56627.72
8515788337202901113_sc,101816.24
4173331564915748747_sc,1717476.0
6829227948099362047_sc,100369.54
5574582932799573420_sc,76840.44
423743135536393227_sc,884701.3
685292069609170226_sc,1735294.1
1208605869006242646_sc,1715773.6
2802356695320719356_sc,72086.01
3638431847279933241_sc,2043.8959
2791116746225090406_sc,91069.79
8382165412903285680_sc,1692048.5
8264499025448986931_sc,71585.27
6893088513177234778_sc,1712380.6
293605315014090721_sc,1713730.9
2631729126379431480_sc,1728536.6
7431389488340401569_sc,77303.26
6269848301013419779_sc,67616.36
2040949683890576085_sc,79693.164
3199750968477942218_sc,1721979.4
2435262372674326621_sc,1726075.6
3521327264094450315_sc,107402.23
8716190471132156166_sc,1722298.5
128240727284101000_sc,68120.46
4215341935578152115_sc,96301.29
1361558731520467275_sc,141416.94
4781913788348152210_sc,1677275.1
1461068607075074157_sc,95932.52
5865253180083326580_sc,84911.88
5867015406046973185_sc,1722704.0
1912055828073163549_sc,20713.729
7988477944817502688_sc,84172.31
8297758034185271289_sc,881965.7
3797462929864622285_sc,63095.707
7744739450719262462_sc,166669.08
8227204013728450539_sc,891809.3
2752639321519260158_sc,1729969.6
3549316547597114360_sc,109236.65
5127337449935436906_sc,44985.797
8142917680687879723_sc,1724425.5
1398077555445052815_sc,89727.26
3498219564055004589_sc,106352.66
5760356802733247184_sc,1720597.1
604210178738456571_sc,140616.2
1838759510077562753_sc,1720733.4
2535999211432658681_sc,1717917.1
3006060693680085757_sc,106661.03
7747027247157856769_sc,95387.06
5255909101467662935_sc,162819.52
6658165248928945063_sc,15064.81
8562543196971483920_sc,65324.574
716204595238241496_sc,1723124.0
5116429240274102721_sc,156633.69
2729541084135537163_sc,60041.113
5851634178792226183_sc,99382.16
5302701821430099882_sc,66619.13
1356163038743173507_sc,104616.59
6867284244786253797_sc,80721.73
8412013499095300130_sc,5497.5625
6044116714400337335_sc,75375.336
6329450544455159256_sc,1279223.0
6708103794564291945_sc,86729.34
4498738361317827551_sc,152034.73
2440977014176723725_sc,155198.92
2057621004456073796_sc,897363.0
3705239048448516114_sc,897692.3
7523685122908173610_sc,1739664.6
8778049645178225696_sc,167802.98
2766778222151375466_sc,72882.07
2598082442307027452_sc,80089.555
7685593757007636522_sc,110066.44
2940547762188109613_sc,110903.94
3501277750539339238_sc,63318.08
2950742697491165318_sc,1699081.5
7739492719579864563_sc,1723563.1
1858426563038545444_sc,1729226.1
8178623199366128054_sc,166515.61
5661842290586338421_sc,947333.8
5513561913802514564_sc,149245.84
4777861379091403489_sc,1714536.9
5875125129394784754_sc,56627.72
5350406498281157693_sc,1708048.1
6975048617922088525_sc,12464.738
310701487519074942_sc,937389.06
5272033045761921540_sc,62429.625
8949533979479081692_sc,18169.709
1603251080409341882_sc,91426.78
4166969745291235093_sc,149092.19
3243353879489498410_sc,1710495.4
7134530639218791036_sc,91883.53
4179715045103333926_sc,78573.26
689967222716271550_sc,1725517.4
3962144786976602434_sc,61823.062
8294121816995386065_sc,905911.56
4247505989609973907_sc,853189.56
1490093687942770643_sc,5762.935
3190583075893663108_sc,93855.98
3897988899418924714_sc,163095.48
3598439032675153932_sc,1713448.0
5749734042282764360_sc,6430.574
4723570729409777037_sc,98140.71
4508331128968972473_sc,903030.0
9118630733045711506_sc,938124.0
5602060358274379327_sc,139893.8
1106226601999747702_sc,162723.75
593413130877664503_sc,160309.36
6635370703111111725_sc,1736418.1
7890249089100353429_sc,1730662.9
6635908932743099521_sc,82509.586
4810392743081762354_sc,941082.56
5033537201252583379_sc,149209.8
1334505167305627951_sc,5567.367
186982970427066196_sc,63969.613
9041818175091243239_sc,1734437.9
880628127004022642_sc,897320.5
4491150241112565459_sc,108331.555
3902027299650658388_sc,166926.02
7208519148221077934_sc,105973.445
8914103003590111123_sc,901718.75
3117796523371951875_sc,148930.48
6156333674236934654_sc,868085.56
3846149572363530075_sc,91946.03
1809663546347570845_sc,55781.684
3048531167698243786_sc,901470.0
2130950175051783386_sc,170618.44
4631841421996626101_sc,57243.426
2457849912667732296_sc,89391.375
6930904271041014068_sc,1726870.5
1903792067343966830_sc,50093.125
6374315659006633378_sc,167617.06
6211322353665257057_sc,152440.69
3720261586621959398_sc,128792.81
8031347918964413226_sc,95553.445
3815419356190763606_sc,4214.0405
3056496193309180369_sc,167090.06
5710894197042586685_sc,124074.336
951103197610779050_sc,71857.26
9204317012841947872_sc,11448.919
8501134129774520923_sc,77017.18
5139945936364057516_sc,81088.04
2146983011084600232_sc,1721273.1
8669902536086799904_sc,18865.97
6902686346239860252_sc,69539.02
5030156720711063592_sc,167090.06
3052850033863484750_sc,1725773.0
7947122555270470579_sc,79587.15
6099782612101721941_sc,1718242.1
5158454196775250318_sc,1724172.4
3003030006650633934_sc,104229.49
6237090278167297069_sc,884470.06
6703696107243188515_sc,75568.016
5648852561100991009_sc,147921.72
1395766591740129747_sc,14558.911
1485141336554730412_sc,60419.355
3148902471166754928_sc,126084.32
8372104050271913824_sc,1727626.1
6983151098121157505_sc,1726224.9
1983531513968567357_sc,92252.23
4043092579398513906_sc,89391.375
6453205650643621862_sc,1694323.5
5680286094346771696_sc,1712915.4
5290835008793144836_sc,1712431.6
6580711784898588545_sc,1726779.5
7716752418057303225_sc,1710651.0
1659684627849183130_sc,102473.9
8907509350851890831_sc,1726913.0
2473959956432418610_sc,143131.08
441222113068068196_sc,24011.68
12387603501478553_sc,1727974.6
3102972568714282103_sc,1716207.0
681762440378633199_sc,17103.055
2055405874004368450_sc,1721294.6
3974268517454691714_sc,108375.664
649781551745739171_sc,877737.06
4586041173004057780_sc,56390.16
3054082627453188357_sc,1702071.0
6951158438188506808_sc,69004.9
631450399412898678_sc,1712799.5
7955532419255668050_sc,87656.96
7800578040967940920_sc,89776.25
4486219114304382876_sc,77509.6
3110811806891786676_sc,71441.664
7406356626868494516_sc,1729160.6
6249129673123275094_sc,151842.23
8645369898252683829_sc,92472.82
7905122526764762153_sc,157500.8
3248608266898457937_sc,84455.92
8392079078393690643_sc,139046.52
4944489526299979565_sc,1713449.0
2004779307841347663_sc,1717644.4
2412256553379243659_sc,1717484.0
525434274801973547_sc,1719418.5
5987491487079462643_sc,58123.938
3256599233132738664_sc,47331.76
1477535126412241827_sc,14111.538
4598361630118956334_sc,145111.25
3206632961291571268_sc,143233.5
7694850445351552134_sc,90034.79
1662967713303408331_sc,1717832.4
236957512569162455_sc,1723301.9
6285440707199843018_sc,79688.06
4793552247123401711_sc,6959.228
39688098456838412_sc,7718.8906
8969895771988363453_sc,53393.934
4506405624050428370_sc,87985.35
2486837904457513805_sc,148709.55
7306178190783680002_sc,941992.7
5211725254989209512_sc,82088.7
8842053593864299728_sc,937477.3
4579710130413117112_sc,107054.664
3153796800192178395_sc,122058.586
84329557210715584_sc,1711202.5
911021310887709614_sc,894993.2
2857157613531537503_sc,20525.26
1982389531238258756_sc,166209.42
939005162370497829_sc,78190.805
3747995006714267836_sc,170061.05
7384770985770866999_sc,884243.5
1062158940163412128_sc,1706154.0
8521365119659664647_sc,11608.031
7832589071867156942_sc,66605.27
2174887802888035923_sc,1708598.4
3018430486731242137_sc,1730585.6
2611521088933294379_sc,74557.71
2028263771421018754_sc,75274.01
7717228659187380209_sc,18514.6
2548214427205959472_sc,1730228.5
6575717103988348265_sc,1726159.4
4109532199699153651_sc,1690052.0
692301443976344330_sc,67091.586
5458211043427896539_sc,1728592.5
7638232948602310866_sc,1716071.1
9066160136970727980_sc,1723752.6
3404840429423457655_sc,1725862.1
6863980360321878265_sc,159936.98
6868191989624439982_sc,1730622.0
3167218125749701409_sc,1721864.5
5750490901311483888_sc,158942.88
1023986886507252361_sc,1691962.6
6291732821282451483_sc,138310.89
8765131057395598696_sc,12158.871
5710043968748089132_sc,138928.08
3761652075079736198_sc,168977.73
8234630986621985984_sc,40266.445
5093887918806258683_sc,1707496.4
4816625398596635003_sc,1863.9814
1818559373362048439_sc,48245.418
8167673817383846114_sc,90966.35
2866196635217928408_sc,1725359.9
5888074335020776209_sc,153376.05
4196201428906645994_sc,11343.62
1104818678470137992_sc,150035.3
9211161163032945441_sc,154698.67
409518002389536949_sc,2394.654
869327142046353202_sc,119074.02
4237889775706282062_sc,144060.27
8485639497802830523_sc,48132.91
4933286671694933746_sc,153793.27
616735718559009562_sc,102803.28
1379570337302415508_sc,153297.14
4093945792395088465_sc,1722698.1
8088297745837881470_sc,2520.3962
3604763293030465089_sc,154122.39
1856201435332917620_sc,121449.69
2886717907136844387_sc,168496.42
8097083940281980776_sc,146580.45
8514460404916292150_sc,1725908.1
7394995983036035533_sc,31105.408
3184283749880188618_sc,161229.33
2872217889319780443_sc,1725745.0
9167432032360049308_sc,39932.574
5688138732227467474_sc,147308.4
5284486325651737173_sc,47505.168
8873550697552535481_sc,160558.52
4309637365361652985_sc,13927.594
6640704012809183676_sc,915285.94
144619915492501861_sc,907298.06
2010542873925321967_sc,147730.05
1189024335104265962_sc,11291.922
5753830189078106412_sc,120134.4
2860443722586938983_sc,91241.0
7394411284206458562_sc,1711102.1
5795796828061801150_sc,1726739.5
6258537087718070679_sc,7208.5493
8618744125539067936_sc,138843.3
827476088875815078_sc,20074.56
1010973915659439722_sc,4244.297
3794472635457483954_sc,1723958.1
6627670909366908541_sc,1739750.6
6526627809855087022_sc,1726320.6
8210860339985362300_sc,50116.246
6425195360071466143_sc,1725403.6
2169797160847589946_sc,97291.21
5559356827670112802_sc,1726494.6
6330571840983052022_sc,4359.881
1746150185496609515_sc,39293.02
5073660014933166931_sc,64754.0
2631388715396326535_sc,1727151.6
7100948384056740468_sc,159449.11
8137598509989393785_sc,1701789.4
8826082134960661021_sc,162420.83
1895250118450200486_sc,1723813.0
1900713963313677477_sc,167525.73
5899890281428653919_sc,122105.23
734131812268482077_sc,1732408.1
401491684909085434_sc,3398.0286
2588046716422836115_sc,1723995.0
1987701888565731446_sc,1718918.1
7682734491316041194_sc,139912.39
4490383954035693496_sc,92838.27
5803381181931270590_sc,167339.2
1258001799108457988_sc,1720711.0
6911636157637423181_sc,165200.11
637324059075144054_sc,147604.75
9204600717983774215_sc,1709483.6
3460216312932591205_sc,158639.38
8455674079885866981_sc,149026.52
3776609791441188423_sc,59185.465
7110760611570681156_sc,80526.12
7119490918448992534_sc,1731450.9
4997974747687509526_sc,69630.5
6833983233171975256_sc,56841.59
897058283823775028_sc,1713309.0
1180554464318985710_sc,108507.23
2019858703326293228_sc,48756.12
2217483300461543057_sc,18272.135
7885043653667417692_sc,16780.092
1075501943370390630_sc,862020.5
2589548830732605104_sc,1729532.6
304196313487781835_sc,48062.87
2330439609302992240_sc,102628.96
5802861976165423309_sc,2719.7634
144682284576685390_sc,130511.84
611410665871451477_sc,164776.64
3972302686246737400_sc,1192.711
3285735410953296960_sc,106021.69
5925402480090838085_sc,71547.914
2589281129089912396_sc,1724370.1
6369550447603503482_sc,24462.38
1533950226560223896_sc,36438.19
6481180890201790688_sc,1700531.4
510570740728058635_sc,159522.5
4180251294268055699_sc,137797.19
2985266163329837780_sc,16290.367
1486106312228869152_sc,107033.805
3875350183821030587_sc,1706798.4
4064858660924169838_sc,42096.19
3198909791150010611_sc,1731627.0
4338441707356351387_sc,59401.574
546769412850047997_sc,79147.88
4466808818954565643_sc,154950.48
8280758818456757213_sc,1717476.0
2820681219136686588_sc,74678.516
5399185105991312737_sc,1724077.6
4015603362315730720_sc,75970.766
4347247594626312848_sc,87037.93
6435951390341503500_sc,93270.12
351486489776006426_sc,99327.46
8631495843952756829_sc,1725023.1
985600513297599604_sc,1734280.1
4724731086195270134_sc,1735210.0
8559805188536570953_sc,1721129.0
5195316406372896645_sc,147730.05
1368905643892218291_sc,112710.51
8846767524747210698_sc,12278.167
4840757618301729207_sc,1703672.4
1221464537753528028_sc,84363.22
6943470289890718274_sc,90814.35
3278021220845296081_sc,114028.73
7746658492220944675_sc,97291.21
7958232542245210237_sc,90961.25
8375252796664524931_sc,107218.49
3303780420625625306_sc,1717996.5
8982474440020079470_sc,1717740.0
2332564842935050448_sc,47080.344
6122131386395418081_sc,150657.17
4709933817234264895_sc,142745.67
418319371487268822_sc,170754.48
8999909094354172831_sc,91964.836
8948973647815838651_sc,1736742.1
4661507906649679067_sc,936925.0
4967814239814622904_sc,1720158.0
